Country,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours),Loss per User,Resolution Speed
Australia,2022,Malware,Retail,47.33,839881,Unknown,Zero-day,Firewall,51.0,5.635322146827943e-05,Medium (24-72h)
Brazil,2017,DDoS,IT,72.48,860625,Unknown,Zero-day,Firewall,4.0,8.421786492374729e-05,Fast (<24h)
UK,2019,SQL Injection,Healthcare,65.47,263110,Insider,Social Engineering,Firewall,6.0,0.00024883128729428757,Fast (<24h)
Japan,2020,Man-in-the-Middle,IT,13.61,506364,Nation-state,Social Engineering,Firewall,66.0,2.6877898112820025e-05,Medium (24-72h)
USA,2021,Phishing,Education,6.01,176772,Insider,Unpatched Software,Firewall,6.0,3.399859706288326e-05,Fast (<24h)
Brazil,2021,SQL Injection,Retail,1.32,564277,Nation-state,Weak Passwords,Firewall,1.0,2.339276631866973e-06,Fast (<24h)
Australia,2017,Man-in-the-Middle,Retail,47.97,36780,Insider,Unpatched Software,AI-based Detection,64.0,0.001304241435562806,Medium (24-72h)
Germany,2021,Ransomware,Retail,46.82,589744,Nation-state,Weak Passwords,VPN,32.0,7.939037955451858e-05,Medium (24-72h)
Russia,2018,Malware,Government,59.01,309230,Hacker Group,Social Engineering,Encryption,61.0,0.00019082883290754454,Medium (24-72h)
China,2024,Man-in-the-Middle,Telecommunications,53.59,4913,Hacker Group,Weak Passwords,AI-based Detection,61.0,0.010907795644209241,Medium (24-72h)
Brazil,2020,SQL Injection,Education,50.41,350295,Insider,Unpatched Software,Encryption,5.0,0.0001439072781512725,Fast (<24h)
USA,2020,DDoS,Banking,60.2,998937,Nation-state,Zero-day,Antivirus,19.0,6.0264060696520405e-05,Fast (<24h)
Brazil,2018,Malware,Telecommunications,96.22,445546,Nation-state,Weak Passwords,Firewall,45.0,0.00021595974377505353,Medium (24-72h)
Brazil,2023,SQL Injection,Healthcare,7.33,486146,Insider,Zero-day,Firewall,12.0,1.5077774989406476e-05,Fast (<24h)
UK,2016,Phishing,Education,29.49,466333,Hacker Group,Zero-day,Firewall,51.0,6.323807236459783e-05,Medium (24-72h)
Japan,2019,Phishing,Government,73.35,706019,Nation-state,Zero-day,Encryption,65.0,0.00010389238816519102,Medium (24-72h)
UK,2020,DDoS,Retail,70.03,971464,Nation-state,Weak Passwords,Firewall,4.0,7.2087076824257e-05,Fast (<24h)
India,2015,Man-in-the-Middle,IT,76.97,224983,Nation-state,Weak Passwords,AI-based Detection,42.0,0.0003421147375579488,Medium (24-72h)
Brazil,2019,Ransomware,Telecommunications,87.41,919425,Nation-state,Unpatched Software,Encryption,45.0,9.507028849552709e-05,Medium (24-72h)
Russia,2023,DDoS,Telecommunications,57.25,115138,Unknown,Unpatched Software,Encryption,42.0,0.0004972294116625267,Medium (24-72h)
Japan,2020,Phishing,IT,99.57,786468,Nation-state,Social Engineering,AI-based Detection,42.0,0.00012660400677459222,Medium (24-72h)
India,2023,Phishing,Retail,5.11,620560,Hacker Group,Weak Passwords,Antivirus,59.0,8.234497872889005e-06,Medium (24-72h)
USA,2017,Malware,Government,56.74,976007,Insider,Social Engineering,Encryption,59.0,5.813482895102187e-05,Medium (24-72h)
France,2016,DDoS,Education,46.58,361163,Hacker Group,Zero-day,Firewall,38.0,0.00012897223691241903,Medium (24-72h)
Brazil,2017,Ransomware,Healthcare,54.78,469735,Nation-state,Zero-day,Encryption,57.0,0.00011661894472415298,Medium (24-72h)
USA,2015,Man-in-the-Middle,IT,46.27,117231,Unknown,Unpatched Software,AI-based Detection,28.0,0.00039469082409942765,Medium (24-72h)
Germany,2018,Ransomware,Healthcare,14.38,276925,Unknown,Unpatched Software,VPN,54.0,5.19274171707141e-05,Medium (24-72h)
Australia,2019,Malware,Telecommunications,37.3,208089,Unknown,Zero-day,Antivirus,33.0,0.00017925022466348532,Medium (24-72h)
Australia,2016,Phishing,Telecommunications,63.81,71720,Hacker Group,Zero-day,Encryption,21.0,0.0008897099832682656,Fast (<24h)
Russia,2024,Ransomware,Telecommunications,35.62,236676,Nation-state,Social Engineering,AI-based Detection,67.0,0.00015050110699859723,Medium (24-72h)
India,2024,Man-in-the-Middle,Telecommunications,93.46,409281,Nation-state,Weak Passwords,Antivirus,18.0,0.00022835167036827997,Fast (<24h)
Japan,2023,Phishing,Banking,82.36,612815,Insider,Zero-day,Antivirus,12.0,0.0001343961880828635,Fast (<24h)
Russia,2018,SQL Injection,Telecommunications,11.32,153618,Nation-state,Weak Passwords,VPN,29.0,7.368928120402557e-05,Medium (24-72h)
India,2023,Ransomware,Banking,57.15,704230,Nation-state,Zero-day,VPN,71.0,8.1152464393735e-05,Medium (24-72h)
China,2019,Malware,Retail,79.37,863510,Hacker Group,Weak Passwords,VPN,2.0,9.191555396000047e-05,Fast (<24h)
India,2024,DDoS,Healthcare,4.08,488599,Unknown,Social Engineering,Encryption,11.0,8.350405956622916e-06,Fast (<24h)
France,2022,Ransomware,Healthcare,80.73,964782,Unknown,Weak Passwords,VPN,47.0,8.367693427116178e-05,Medium (24-72h)
Germany,2018,Man-in-the-Middle,IT,48.96,323027,Unknown,Unpatched Software,Encryption,49.0,0.0001515662777414891,Medium (24-72h)
China,2023,Man-in-the-Middle,Education,10.55,12970,Unknown,Social Engineering,Antivirus,32.0,0.0008134155744024673,Medium (24-72h)
India,2020,Man-in-the-Middle,Government,50.19,659835,Unknown,Zero-day,Encryption,46.0,7.606447066312032e-05,Medium (24-72h)
China,2023,SQL Injection,Telecommunications,66.92,336320,Hacker Group,Social Engineering,VPN,51.0,0.00019897716460513798,Medium (24-72h)
China,2017,Man-in-the-Middle,Banking,47.52,83617,Insider,Unpatched Software,AI-based Detection,64.0,0.0005683054881184448,Medium (24-72h)
Brazil,2018,Malware,Banking,87.13,99178,Nation-state,Unpatched Software,Antivirus,27.0,0.0008785214462884914,Medium (24-72h)
Brazil,2024,Ransomware,Education,80.1,489369,Nation-state,Unpatched Software,Encryption,41.0,0.00016368016772619432,Medium (24-72h)
Russia,2017,Phishing,Telecommunications,2.22,620350,Hacker Group,Zero-day,Firewall,45.0,3.5786249697751272e-06,Medium (24-72h)
USA,2020,DDoS,Healthcare,38.14,846602,Insider,Weak Passwords,Firewall,31.0,4.5050684973576724e-05,Medium (24-72h)
India,2017,Malware,Government,61.02,650042,Nation-state,Unpatched Software,Antivirus,48.0,9.387085757535667e-05,Medium (24-72h)
Japan,2019,Man-in-the-Middle,Government,61.01,549197,Hacker Group,Social Engineering,Antivirus,59.0,0.0001110894633437546,Medium (24-72h)
France,2023,Phishing,IT,15.49,138639,Hacker Group,Unpatched Software,VPN,14.0,0.00011172902285792599,Fast (<24h)
Australia,2024,Man-in-the-Middle,Healthcare,93.4,833819,Insider,Unpatched Software,Antivirus,14.0,0.00011201471782245308,Fast (<24h)
India,2022,Malware,Retail,13.88,813217,Insider,Zero-day,AI-based Detection,71.0,1.70680150562519e-05,Medium (24-72h)
UK,2017,Malware,Banking,11.25,636273,Insider,Zero-day,Antivirus,30.0,1.768108972092168e-05,Medium (24-72h)
Russia,2017,Man-in-the-Middle,Banking,66.53,45277,Insider,Social Engineering,Firewall,43.0,0.0014693994743467985,Medium (24-72h)
Australia,2015,Phishing,Telecommunications,89.41,488342,Hacker Group,Unpatched Software,Firewall,23.0,0.00018308890081131666,Fast (<24h)
France,2019,Phishing,IT,55.31,526220,Nation-state,Social Engineering,AI-based Detection,2.0,0.00010510812967960169,Fast (<24h)
USA,2023,DDoS,Education,90.38,311596,Insider,Weak Passwords,VPN,23.0,0.0002900550713102864,Fast (<24h)
Brazil,2024,DDoS,Retail,25.17,658226,Insider,Weak Passwords,VPN,52.0,3.823914582529405e-05,Medium (24-72h)
India,2019,Phishing,Education,6.29,344693,Hacker Group,Social Engineering,Encryption,19.0,1.8248122242111096e-05,Fast (<24h)
France,2016,Phishing,Education,37.57,380995,Unknown,Weak Passwords,VPN,60.0,9.861021798186328e-05,Medium (24-72h)
Brazil,2018,Malware,Banking,3.1,458185,Insider,Social Engineering,AI-based Detection,31.0,6.765826030970023e-06,Medium (24-72h)
Brazil,2022,Man-in-the-Middle,Education,91.69,581034,Insider,Social Engineering,VPN,67.0,0.00015780487888832667,Medium (24-72h)
Russia,2019,Ransomware,Retail,19.97,722544,Hacker Group,Social Engineering,Encryption,14.0,2.7638455235944107e-05,Fast (<24h)
Brazil,2024,Phishing,IT,28.78,793783,Insider,Social Engineering,Firewall,17.0,3.625676034886109e-05,Fast (<24h)
China,2023,SQL Injection,IT,53.21,620822,Unknown,Zero-day,Firewall,21.0,8.57089471700423e-05,Fast (<24h)
Russia,2022,Ransomware,Healthcare,16.6,715102,Insider,Zero-day,Antivirus,2.0,2.321347164460455e-05,Fast (<24h)
Russia,2021,Man-in-the-Middle,Banking,44.32,634390,Unknown,Zero-day,Antivirus,54.0,6.986238749034506e-05,Medium (24-72h)
Japan,2021,Ransomware,Government,10.34,791473,Nation-state,Weak Passwords,Firewall,58.0,1.3064248559331777e-05,Medium (24-72h)
China,2022,Phishing,IT,41.81,631816,Unknown,Weak Passwords,Firewall,29.0,6.617432923509377e-05,Medium (24-72h)
Germany,2016,Malware,Banking,84.54,517353,Nation-state,Social Engineering,Antivirus,41.0,0.00016340873639468604,Medium (24-72h)
Japan,2015,Malware,Telecommunications,40.38,118734,Insider,Unpatched Software,AI-based Detection,21.0,0.0003400879276365658,Fast (<24h)
India,2020,Man-in-the-Middle,Education,39.15,963367,Insider,Zero-day,Encryption,50.0,4.063871816244484e-05,Medium (24-72h)
Australia,2021,SQL Injection,Telecommunications,22.51,71557,Insider,Social Engineering,Antivirus,47.0,0.00031457439523736326,Medium (24-72h)
Brazil,2017,Ransomware,Government,58.18,824704,Hacker Group,Zero-day,Antivirus,30.0,7.054652335868385e-05,Medium (24-72h)
Germany,2023,Man-in-the-Middle,Banking,92.48,1326,Nation-state,Social Engineering,Antivirus,11.0,0.06974358974358974,Fast (<24h)
UK,2015,Phishing,Banking,51.38,630931,Insider,Zero-day,AI-based Detection,48.0,8.143521240832992e-05,Medium (24-72h)
Germany,2016,Phishing,Government,93.61,395731,Insider,Unpatched Software,AI-based Detection,64.0,0.00023654957534284654,Medium (24-72h)
Australia,2017,Ransomware,Government,27.38,918816,Unknown,Weak Passwords,AI-based Detection,58.0,2.979921986556612e-05,Medium (24-72h)
Australia,2021,Malware,Healthcare,74.61,357205,Nation-state,Weak Passwords,Antivirus,21.0,0.00020887165633179828,Fast (<24h)
UK,2019,SQL Injection,IT,78.84,464960,Unknown,Unpatched Software,Encryption,24.0,0.00016956297315898143,Fast (<24h)
USA,2019,Ransomware,Telecommunications,65.7,51619,Insider,Unpatched Software,VPN,3.0,0.001272787152017668,Fast (<24h)
Brazil,2017,Phishing,IT,81.04,850794,Unknown,Social Engineering,Antivirus,69.0,9.525219970991804e-05,Medium (24-72h)
France,2015,Man-in-the-Middle,Banking,27.2,559841,Nation-state,Unpatched Software,VPN,22.0,4.858522330447395e-05,Fast (<24h)
China,2018,DDoS,Healthcare,86.38,685136,Nation-state,Weak Passwords,Antivirus,62.0,0.000126077158403587,Medium (24-72h)
Brazil,2016,Malware,Education,83.93,102797,Unknown,Weak Passwords,Firewall,17.0,0.0008164635154722415,Fast (<24h)
France,2022,Ransomware,Healthcare,40.36,439046,Insider,Social Engineering,VPN,42.0,9.192658628025309e-05,Medium (24-72h)
USA,2019,SQL Injection,Telecommunications,57.4,51312,Insider,Social Engineering,AI-based Detection,26.0,0.0011186467103211724,Medium (24-72h)
Brazil,2022,Ransomware,Retail,1.42,510870,Unknown,Unpatched Software,AI-based Detection,35.0,2.7795721024918274e-06,Medium (24-72h)
Russia,2021,SQL Injection,Government,66.5,348118,Hacker Group,Zero-day,VPN,42.0,0.00019102718043881672,Medium (24-72h)
Australia,2016,Ransomware,Healthcare,47.18,509930,Unknown,Social Engineering,AI-based Detection,68.0,9.252250308865923e-05,Medium (24-72h)
UK,2016,Ransomware,IT,58.99,822380,Hacker Group,Zero-day,Firewall,26.0,7.173083002991317e-05,Medium (24-72h)
Germany,2022,SQL Injection,Banking,52.91,619669,Unknown,Unpatched Software,Antivirus,19.0,8.53842938730193e-05,Fast (<24h)
Australia,2023,SQL Injection,Telecommunications,20.95,341111,Insider,Weak Passwords,VPN,14.0,6.1416958116273e-05,Fast (<24h)
France,2018,Ransomware,Government,2.79,443730,Hacker Group,Weak Passwords,Antivirus,39.0,6.287607328781015e-06,Medium (24-72h)
Japan,2017,DDoS,IT,27.76,824968,Insider,Weak Passwords,Encryption,15.0,3.364979005246264e-05,Fast (<24h)
Japan,2016,Man-in-the-Middle,Retail,58.77,172346,Nation-state,Social Engineering,AI-based Detection,51.0,0.00034100008123194044,Medium (24-72h)
Germany,2022,DDoS,Telecommunications,51.95,919855,Hacker Group,Weak Passwords,Antivirus,56.0,5.647629245913758e-05,Medium (24-72h)
Germany,2021,Man-in-the-Middle,IT,90.57,254634,Hacker Group,Social Engineering,AI-based Detection,5.0,0.00035568698602700345,Fast (<24h)
France,2022,Phishing,Retail,39.15,724409,Unknown,Weak Passwords,Antivirus,56.0,5.4044055222947254e-05,Medium (24-72h)
UK,2018,Phishing,Healthcare,95.3,269142,Unknown,Unpatched Software,Encryption,72.0,0.00035408817650162366,Medium (24-72h)
India,2024,Phishing,Retail,92.48,32067,Insider,Unpatched Software,Antivirus,19.0,0.00288396170517978,Fast (<24h)
Germany,2020,Malware,Government,32.2,591314,Hacker Group,Weak Passwords,Encryption,65.0,5.44549934552539e-05,Medium (24-72h)
Germany,2019,SQL Injection,Healthcare,91.72,149171,Hacker Group,Zero-day,VPN,64.0,0.0006148648195694874,Medium (24-72h)
Brazil,2016,DDoS,IT,13.52,535205,Hacker Group,Social Engineering,AI-based Detection,53.0,2.5261348455264803e-05,Medium (24-72h)
Germany,2022,Ransomware,Education,87.93,471889,Nation-state,Zero-day,Antivirus,4.0,0.00018633619346922689,Fast (<24h)
France,2019,Phishing,Healthcare,52.18,869751,Insider,Zero-day,Firewall,12.0,5.999418224296379e-05,Fast (<24h)
Russia,2017,DDoS,Education,50.42,690010,Nation-state,Weak Passwords,Firewall,18.0,7.307140476224982e-05,Fast (<24h)
Brazil,2017,Ransomware,Healthcare,32.9,433987,Unknown,Zero-day,AI-based Detection,21.0,7.580872238108514e-05,Fast (<24h)
UK,2017,Phishing,Banking,1.54,31262,Unknown,Social Engineering,Firewall,56.0,4.926108374384237e-05,Medium (24-72h)
Australia,2022,Malware,Retail,32.26,824433,Nation-state,Unpatched Software,AI-based Detection,60.0,3.912992323208799e-05,Medium (24-72h)
Germany,2023,Man-in-the-Middle,Retail,23.28,651963,Insider,Unpatched Software,AI-based Detection,53.0,3.5707547820965303e-05,Medium (24-72h)
France,2017,SQL Injection,Education,81.06,349070,Unknown,Zero-day,VPN,41.0,0.0002322170338327556,Medium (24-72h)
USA,2024,Malware,Telecommunications,71.42,967411,Hacker Group,Social Engineering,AI-based Detection,47.0,7.382591266793535e-05,Medium (24-72h)
Japan,2021,SQL Injection,Retail,64.81,263770,Unknown,Social Engineering,Antivirus,62.0,0.00024570648671190813,Medium (24-72h)
UK,2016,Phishing,Retail,85.89,714670,Hacker Group,Weak Passwords,VPN,32.0,0.00012018134243776848,Medium (24-72h)
USA,2021,DDoS,Telecommunications,47.84,498904,Hacker Group,Zero-day,Antivirus,65.0,9.589019129932814e-05,Medium (24-72h)
USA,2024,Phishing,Education,47.95,569539,Unknown,Weak Passwords,Encryption,18.0,8.419089825279744e-05,Fast (<24h)
China,2016,Man-in-the-Middle,Retail,82.52,217938,Nation-state,Weak Passwords,VPN,69.0,0.0003786397966394112,Medium (24-72h)
China,2022,Ransomware,Retail,36.48,172607,Unknown,Zero-day,VPN,60.0,0.00021134716436760963,Medium (24-72h)
India,2023,Man-in-the-Middle,Retail,95.66,424762,Insider,Unpatched Software,VPN,10.0,0.00022520846968419962,Fast (<24h)
Japan,2019,Man-in-the-Middle,IT,42.34,130309,Insider,Zero-day,AI-based Detection,56.0,0.00032491999785126127,Medium (24-72h)
India,2018,DDoS,Government,65.11,95378,Insider,Social Engineering,Antivirus,67.0,0.0006826521839417895,Medium (24-72h)
India,2017,Phishing,IT,53.95,920801,Nation-state,Zero-day,Antivirus,52.0,5.859029258221918e-05,Medium (24-72h)
Japan,2020,Man-in-the-Middle,Retail,91.36,551038,Insider,Social Engineering,Firewall,21.0,0.0001657961882846555,Fast (<24h)
China,2016,Malware,Telecommunications,85.8,962508,Unknown,Social Engineering,AI-based Detection,13.0,8.914211622137166e-05,Fast (<24h)
France,2020,Malware,Healthcare,92.29,267554,Hacker Group,Social Engineering,Firewall,45.0,0.00034493971310464434,Medium (24-72h)
Japan,2020,Ransomware,IT,25.3,76258,Unknown,Social Engineering,VPN,43.0,0.00033176847019329123,Medium (24-72h)
Russia,2016,Malware,Banking,3.6,661377,Hacker Group,Weak Passwords,Antivirus,66.0,5.443188982985498e-06,Medium (24-72h)
Australia,2022,SQL Injection,Retail,56.62,310341,Unknown,Weak Passwords,Encryption,32.0,0.00018244447237071479,Medium (24-72h)
Russia,2017,Phishing,Education,66.25,702883,Insider,Unpatched Software,VPN,31.0,9.425466258253507e-05,Medium (24-72h)
USA,2017,Malware,Education,78.38,516103,Hacker Group,Unpatched Software,Firewall,62.0,0.00015186890988814247,Medium (24-72h)
USA,2015,Malware,Retail,84.7,542283,Hacker Group,Social Engineering,Firewall,64.0,0.00015619150886160918,Medium (24-72h)
Russia,2016,SQL Injection,Government,43.75,173441,Hacker Group,Social Engineering,Antivirus,43.0,0.000252247161859076,Medium (24-72h)
France,2017,DDoS,Retail,67.36,856228,Hacker Group,Zero-day,Encryption,47.0,7.86706344571773e-05,Medium (24-72h)
UK,2019,Malware,IT,68.54,791265,Hacker Group,Social Engineering,Firewall,65.0,8.662079075910095e-05,Medium (24-72h)
USA,2019,Malware,Retail,45.42,969699,Hacker Group,Social Engineering,Firewall,63.0,4.683927693026393e-05,Medium (24-72h)
Russia,2023,Malware,Telecommunications,95.0,338867,Nation-state,Unpatched Software,AI-based Detection,34.0,0.000280345976445036,Medium (24-72h)
Japan,2018,Ransomware,Government,44.98,951249,Hacker Group,Weak Passwords,VPN,25.0,4.7285200825441074e-05,Medium (24-72h)
USA,2022,Ransomware,IT,50.4,34584,Insider,Zero-day,Firewall,43.0,0.0014573213046495488,Medium (24-72h)
Brazil,2021,Malware,Education,74.37,298836,Hacker Group,Social Engineering,Encryption,29.0,0.0002488655985222664,Medium (24-72h)
Brazil,2018,Malware,Retail,27.82,526161,Unknown,Unpatched Software,AI-based Detection,12.0,5.287355011108767e-05,Fast (<24h)
Brazil,2020,Phishing,Government,76.95,476308,Insider,Social Engineering,VPN,44.0,0.00016155512819436164,Medium (24-72h)
China,2017,SQL Injection,Banking,29.39,206897,Unknown,Zero-day,Encryption,18.0,0.00014205135888872242,Fast (<24h)
Japan,2022,Malware,IT,1.92,2653,Nation-state,Unpatched Software,AI-based Detection,56.0,0.0007237090086694308,Medium (24-72h)
UK,2024,Ransomware,Healthcare,90.37,540353,Hacker Group,Unpatched Software,Antivirus,68.0,0.00016724252479397727,Medium (24-72h)
Germany,2015,Phishing,Retail,84.77,779922,Nation-state,Zero-day,Antivirus,50.0,0.00010869035621510868,Medium (24-72h)
Germany,2016,Ransomware,Education,24.4,908906,Hacker Group,Weak Passwords,AI-based Detection,46.0,2.6845460366638573e-05,Medium (24-72h)
Russia,2021,Man-in-the-Middle,Healthcare,28.34,446741,Nation-state,Weak Passwords,Firewall,20.0,6.34372041070777e-05,Fast (<24h)
India,2023,Phishing,Education,9.95,317488,Insider,Social Engineering,VPN,46.0,3.133976717230257e-05,Medium (24-72h)
Brazil,2024,Phishing,IT,72.33,182613,Unknown,Unpatched Software,AI-based Detection,26.0,0.0003960835208884362,Medium (24-72h)
UK,2018,Ransomware,IT,61.42,211305,Hacker Group,Zero-day,Encryption,27.0,0.0002906698847637302,Medium (24-72h)
UK,2024,DDoS,Government,68.83,60379,Hacker Group,Unpatched Software,Firewall,32.0,0.0011399658821775783,Medium (24-72h)
Russia,2020,Ransomware,Healthcare,11.11,785179,Unknown,Weak Passwords,VPN,2.0,1.4149639763671723e-05,Fast (<24h)
Russia,2022,SQL Injection,Telecommunications,1.99,652682,Insider,Social Engineering,Encryption,46.0,3.0489579917938597e-06,Medium (24-72h)
Brazil,2022,SQL Injection,Banking,5.85,52649,Nation-state,Unpatched Software,Encryption,57.0,0.00011111322152367566,Medium (24-72h)
Germany,2024,Man-in-the-Middle,Government,45.75,865871,Insider,Weak Passwords,Antivirus,58.0,5.283696994124991e-05,Medium (24-72h)
Russia,2022,DDoS,Retail,93.71,474552,Nation-state,Zero-day,Encryption,20.0,0.00019747045634619598,Fast (<24h)
France,2024,SQL Injection,Healthcare,5.7,400840,Insider,Social Engineering,VPN,57.0,1.4220137710807306e-05,Medium (24-72h)
