Country,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours),Loss per User,Resolution Speed,Cluster,Threat Profile
India,2023,DDoS,Retail,26.01,274512,Insider,Weak Passwords,AI-based Detection,69.0,9.4749956286064e-05,Medium (24-72h),3,Standard: Moderate Impact
Germany,2017,Malware,Government,63.97,590555,Nation-state,Social Engineering,AI-based Detection,27.0,0.0001083218328521,Medium (24-72h),2,Critical: High Impact on Both
Australia,2024,Phishing,Telecommunications,42.28,297456,Nation-state,Zero-day,VPN,20.0,0.0001421386692485,Fast (<24h),4,Standard: Moderate Impact
Russia,2015,Ransomware,Government,2.73,465465,Nation-state,Unpatched Software,Encryption,60.0,5.865102639296188e-06,Medium (24-72h),3,Standard: Moderate Impact
India,2023,Man-in-the-Middle,IT,58.9,24387,Hacker Group,Unpatched Software,Encryption,29.0,0.0024152212244228,Medium (24-72h),1,Targeted: High Financial Impact
France,2020,Man-in-the-Middle,Education,35.12,871001,Nation-state,Zero-day,Antivirus,39.0,4.032142328194801e-05,Medium (24-72h),0,Widespread: High User Impact
Brazil,2019,Malware,IT,8.31,989421,Unknown,Zero-day,Firewall,46.0,8.398851449484093e-06,Medium (24-72h),0,Widespread: High User Impact
France,2015,Phishing,Retail,84.86,190100,Nation-state,Zero-day,AI-based Detection,69.0,0.0004463966333508,Medium (24-72h),3,Standard: Moderate Impact
France,2018,SQL Injection,IT,63.56,3324,Unknown,Zero-day,Encryption,65.0,0.019121540312876,Medium (24-72h),3,Standard: Moderate Impact
UK,2024,Malware,Retail,33.24,851177,Insider,Unpatched Software,Encryption,53.0,3.9051807085952746e-05,Medium (24-72h),0,Widespread: High User Impact
Russia,2015,Malware,Healthcare,35.11,477346,Unknown,Social Engineering,Firewall,8.0,7.355251746112883e-05,Fast (<24h),4,Standard: Moderate Impact
USA,2021,Malware,Healthcare,49.73,386686,Insider,Zero-day,AI-based Detection,7.0,0.0001286056386835,Fast (<24h),4,Standard: Moderate Impact
Russia,2016,DDoS,Banking,87.62,922456,Insider,Zero-day,VPN,67.0,9.498556028688632e-05,Medium (24-72h),5,Critical: High Impact on Both
China,2021,DDoS,Telecommunications,84.09,954379,Insider,Social Engineering,VPN,59.0,8.810965035902928e-05,Medium (24-72h),5,Critical: High Impact on Both
Germany,2024,Phishing,Telecommunications,36.34,887186,Insider,Weak Passwords,Antivirus,8.0,4.096097098015524e-05,Fast (<24h),2,Critical: High Impact on Both
India,2018,Malware,Education,41.28,197323,Hacker Group,Social Engineering,Antivirus,47.0,0.0002092001439264,Medium (24-72h),3,Standard: Moderate Impact
India,2016,Malware,IT,34.78,294587,Unknown,Social Engineering,AI-based Detection,43.0,0.0001180635941165,Medium (24-72h),3,Standard: Moderate Impact
UK,2022,Man-in-the-Middle,Telecommunications,88.71,191263,Hacker Group,Unpatched Software,Encryption,68.0,0.0004638116101912,Medium (24-72h),5,Critical: High Impact on Both
France,2017,Ransomware,Healthcare,88.79,332214,Nation-state,Social Engineering,Antivirus,16.0,0.0002672674842119,Fast (<24h),1,Targeted: High Financial Impact
China,2024,Man-in-the-Middle,Government,56.26,196531,Hacker Group,Zero-day,Firewall,45.0,0.0002862652711277,Medium (24-72h),3,Standard: Moderate Impact
Brazil,2021,SQL Injection,Banking,4.34,258021,Hacker Group,Unpatched Software,Encryption,46.0,1.6820336329213515e-05,Medium (24-72h),3,Standard: Moderate Impact
Russia,2021,Ransomware,Healthcare,85.65,920121,Unknown,Social Engineering,Antivirus,21.0,9.308558330915172e-05,Fast (<24h),2,Critical: High Impact on Both
Australia,2021,SQL Injection,IT,4.52,971908,Unknown,Zero-day,AI-based Detection,16.0,4.650645945912576e-06,Fast (<24h),0,Widespread: High User Impact
France,2017,Ransomware,IT,27.19,760590,Nation-state,Weak Passwords,Encryption,9.0,3.5748563615088286e-05,Fast (<24h),2,Critical: High Impact on Both
UK,2023,Man-in-the-Middle,Government,45.16,569044,Hacker Group,Social Engineering,Antivirus,27.0,7.936117417985252e-05,Medium (24-72h),2,Critical: High Impact on Both
France,2021,SQL Injection,Government,2.3,841324,Unknown,Weak Passwords,Encryption,8.0,2.7337862702121893e-06,Fast (<24h),0,Widespread: High User Impact
Japan,2022,Malware,Government,71.54,668679,Unknown,Social Engineering,VPN,27.0,0.0001069870595607,Medium (24-72h),2,Critical: High Impact on Both
India,2022,SQL Injection,Banking,27.86,310150,Unknown,Unpatched Software,AI-based Detection,21.0,8.982750282121554e-05,Fast (<24h),4,Standard: Moderate Impact
Germany,2016,Man-in-the-Middle,IT,13.21,549414,Unknown,Social Engineering,Encryption,70.0,2.404379939353566e-05,Medium (24-72h),3,Standard: Moderate Impact
Australia,2015,DDoS,Government,11.89,731839,Unknown,Zero-day,AI-based Detection,14.0,1.6246742794521746e-05,Fast (<24h),0,Widespread: High User Impact
Brazil,2023,SQL Injection,Healthcare,76.58,626352,Hacker Group,Social Engineering,Encryption,33.0,0.0001222635195544,Medium (24-72h),2,Critical: High Impact on Both
India,2022,DDoS,Banking,92.23,626017,Unknown,Unpatched Software,Antivirus,1.0,0.0001473282674432,Fast (<24h),2,Critical: High Impact on Both
Australia,2019,DDoS,Telecommunications,70.7,172782,Unknown,Social Engineering,VPN,2.0,0.0004091861420749,Fast (<24h),1,Targeted: High Financial Impact
France,2021,Ransomware,Government,2.39,665023,Insider,Unpatched Software,Firewall,49.0,3.593860663465775e-06,Medium (24-72h),0,Widespread: High User Impact
Germany,2018,Man-in-the-Middle,Banking,89.87,15909,Nation-state,Zero-day,Antivirus,19.0,0.0056490037085926,Fast (<24h),1,Targeted: High Financial Impact
UK,2023,Man-in-the-Middle,Banking,24.28,998547,Unknown,Weak Passwords,Antivirus,46.0,2.4315330174743903e-05,Medium (24-72h),0,Widespread: High User Impact
Australia,2019,DDoS,IT,58.3,76358,Nation-state,Weak Passwords,Encryption,58.0,0.0007635087351685,Medium (24-72h),3,Standard: Moderate Impact
Germany,2024,Man-in-the-Middle,IT,84.19,89704,Hacker Group,Social Engineering,Antivirus,26.0,0.0009385311691786,Medium (24-72h),1,Targeted: High Financial Impact
Russia,2024,Man-in-the-Middle,Education,72.02,191361,Hacker Group,Unpatched Software,AI-based Detection,11.0,0.000376356728905,Fast (<24h),1,Targeted: High Financial Impact
Germany,2023,Man-in-the-Middle,Government,0.61,200862,Insider,Social Engineering,Encryption,13.0,3.0369109139608286e-06,Fast (<24h),4,Standard: Moderate Impact
USA,2017,Malware,Government,89.49,4966,Hacker Group,Social Engineering,AI-based Detection,41.0,0.0180205396697543,Medium (24-72h),1,Targeted: High Financial Impact
Japan,2018,Phishing,Education,34.06,344674,Unknown,Weak Passwords,Antivirus,19.0,9.881801354323216e-05,Fast (<24h),4,Standard: Moderate Impact
USA,2020,Phishing,Government,37.66,449424,Unknown,Unpatched Software,Firewall,3.0,8.379614795827547e-05,Fast (<24h),4,Standard: Moderate Impact
Germany,2020,Phishing,Healthcare,69.2,162807,Hacker Group,Unpatched Software,Encryption,4.0,0.0004250431492503,Fast (<24h),1,Targeted: High Financial Impact
India,2024,DDoS,Banking,47.1,21292,Insider,Social Engineering,Antivirus,10.0,0.0022120984407289,Fast (<24h),4,Standard: Moderate Impact
Australia,2023,Malware,Banking,25.7,993215,Nation-state,Zero-day,AI-based Detection,56.0,2.5875565713365183e-05,Medium (24-72h),0,Widespread: High User Impact
Australia,2017,DDoS,Banking,16.58,744201,Hacker Group,Zero-day,VPN,7.0,2.2278927332803905e-05,Fast (<24h),4,Standard: Moderate Impact
Japan,2017,Phishing,Banking,61.33,762300,Nation-state,Social Engineering,VPN,20.0,8.045388954479863e-05,Fast (<24h),2,Critical: High Impact on Both
France,2018,DDoS,Government,14.1,764003,Insider,Zero-day,AI-based Detection,43.0,1.845542491325296e-05,Medium (24-72h),0,Widespread: High User Impact
China,2019,DDoS,Banking,33.88,761910,Hacker Group,Zero-day,Antivirus,27.0,4.446719428803927e-05,Medium (24-72h),0,Widespread: High User Impact
France,2023,Ransomware,IT,87.45,296050,Insider,Weak Passwords,VPN,30.0,0.0002953892923492,Medium (24-72h),1,Targeted: High Financial Impact
France,2020,Malware,Government,27.43,82853,Hacker Group,Social Engineering,Encryption,67.0,0.0003310682775518,Medium (24-72h),3,Standard: Moderate Impact
Japan,2022,SQL Injection,Banking,34.03,700439,Insider,Zero-day,Encryption,41.0,4.858381672065662e-05,Medium (24-72h),0,Widespread: High User Impact
Russia,2022,SQL Injection,Retail,6.61,351048,Insider,Unpatched Software,VPN,57.0,1.8829333880267088e-05,Medium (24-72h),3,Standard: Moderate Impact
China,2020,Phishing,Retail,17.99,36963,Insider,Zero-day,VPN,54.0,0.0004867029191353,Medium (24-72h),3,Standard: Moderate Impact
France,2021,Ransomware,IT,99.77,533151,Nation-state,Zero-day,Antivirus,43.0,0.0001871327260007,Medium (24-72h),5,Critical: High Impact on Both
Germany,2018,Man-in-the-Middle,Healthcare,61.93,62185,Nation-state,Social Engineering,Encryption,32.0,0.0009958993326364,Medium (24-72h),1,Targeted: High Financial Impact
USA,2016,DDoS,Education,48.83,231299,Unknown,Unpatched Software,Encryption,58.0,0.0002111120238306,Medium (24-72h),3,Standard: Moderate Impact
UK,2017,SQL Injection,Retail,47.99,914365,Insider,Weak Passwords,Firewall,52.0,5.248451110880229e-05,Medium (24-72h),0,Widespread: High User Impact
Japan,2024,Ransomware,Retail,47.44,696953,Nation-state,Zero-day,Firewall,54.0,6.806771762227868e-05,Medium (24-72h),5,Critical: High Impact on Both
Russia,2015,Malware,Education,24.47,977607,Hacker Group,Zero-day,AI-based Detection,62.0,2.503050816943823e-05,Medium (24-72h),0,Widespread: High User Impact
Australia,2020,Ransomware,Retail,71.03,91228,Hacker Group,Social Engineering,Antivirus,22.0,0.0007785986758451,Fast (<24h),1,Targeted: High Financial Impact
China,2016,Phishing,Government,59.95,417253,Insider,Weak Passwords,VPN,16.0,0.0001436778165765,Fast (<24h),1,Targeted: High Financial Impact
France,2021,Man-in-the-Middle,Government,44.03,60431,Hacker Group,Weak Passwords,AI-based Detection,59.0,0.0007285995598285,Medium (24-72h),3,Standard: Moderate Impact
Japan,2016,Man-in-the-Middle,Healthcare,44.69,567209,Hacker Group,Social Engineering,Antivirus,1.0,7.878929988769571e-05,Fast (<24h),2,Critical: High Impact on Both
France,2015,SQL Injection,IT,70.18,596168,Nation-state,Zero-day,Encryption,15.0,0.0001177184954576,Fast (<24h),2,Critical: High Impact on Both
Japan,2024,Malware,Telecommunications,49.88,437357,Unknown,Weak Passwords,AI-based Detection,56.0,0.0001140487062056,Medium (24-72h),3,Standard: Moderate Impact
Australia,2016,Ransomware,IT,43.88,588421,Nation-state,Unpatched Software,Encryption,72.0,7.45724574751751e-05,Medium (24-72h),5,Critical: High Impact on Both
UK,2017,Phishing,IT,57.17,477292,Nation-state,Social Engineering,AI-based Detection,18.0,0.0001197799250773,Fast (<24h),2,Critical: High Impact on Both
Germany,2018,Phishing,Education,16.76,163839,Insider,Social Engineering,Encryption,19.0,0.0001022955462374,Fast (<24h),4,Standard: Moderate Impact
UK,2024,SQL Injection,IT,65.06,922676,Unknown,Zero-day,VPN,6.0,7.051229250571165e-05,Fast (<24h),2,Critical: High Impact on Both
UK,2023,Malware,Education,34.66,941720,Nation-state,Zero-day,Antivirus,71.0,3.68049951153209e-05,Medium (24-72h),0,Widespread: High User Impact
Germany,2019,Phishing,Government,49.71,647613,Unknown,Social Engineering,Antivirus,53.0,7.675880502707636e-05,Medium (24-72h),5,Critical: High Impact on Both
Australia,2016,Ransomware,Telecommunications,27.17,429456,Hacker Group,Social Engineering,VPN,28.0,6.32660854662643e-05,Medium (24-72h),4,Standard: Moderate Impact
India,2020,Phishing,Government,85.73,340643,Unknown,Zero-day,Firewall,72.0,0.0002516711043526,Medium (24-72h),5,Critical: High Impact on Both
France,2021,Malware,Education,55.66,21833,Hacker Group,Zero-day,Encryption,2.0,0.0025493518985022,Fast (<24h),4,Standard: Moderate Impact
Japan,2018,Phishing,Education,3.6,598297,Insider,Social Engineering,VPN,49.0,6.017078474403181e-06,Medium (24-72h),0,Widespread: High User Impact
Australia,2023,Phishing,Retail,78.28,92925,Insider,Zero-day,VPN,53.0,0.0008423997847726,Medium (24-72h),1,Targeted: High Financial Impact
Germany,2020,SQL Injection,Retail,70.09,98500,Hacker Group,Unpatched Software,Antivirus,30.0,0.0007115736040609,Medium (24-72h),1,Targeted: High Financial Impact
Japan,2020,SQL Injection,IT,64.56,820070,Hacker Group,Weak Passwords,Encryption,70.0,7.872498689136293e-05,Medium (24-72h),5,Critical: High Impact on Both
UK,2024,Phishing,Banking,66.65,170892,Unknown,Zero-day,AI-based Detection,47.0,0.0003900124054958,Medium (24-72h),1,Targeted: High Financial Impact
Brazil,2024,Ransomware,Healthcare,60.13,887531,Hacker Group,Social Engineering,Encryption,51.0,6.774974620604802e-05,Medium (24-72h),5,Critical: High Impact on Both
Australia,2024,DDoS,IT,57.81,179507,Insider,Weak Passwords,VPN,8.0,0.0003220487223339,Fast (<24h),4,Standard: Moderate Impact
Russia,2023,DDoS,Banking,78.71,315219,Unknown,Social Engineering,Antivirus,30.0,0.0002496994153271,Medium (24-72h),1,Targeted: High Financial Impact
USA,2016,Phishing,Government,63.35,223827,Insider,Zero-day,Antivirus,21.0,0.0002830310909765,Fast (<24h),1,Targeted: High Financial Impact
France,2016,DDoS,Healthcare,47.01,254371,Unknown,Zero-day,Antivirus,13.0,0.0001848088028902,Fast (<24h),4,Standard: Moderate Impact
Japan,2023,DDoS,Government,67.59,839088,Unknown,Unpatched Software,VPN,62.0,8.055174189119616e-05,Medium (24-72h),5,Critical: High Impact on Both
China,2017,DDoS,IT,17.49,394109,Unknown,Unpatched Software,AI-based Detection,37.0,4.437858561971434e-05,Medium (24-72h),4,Standard: Moderate Impact
France,2019,DDoS,IT,75.84,877224,Unknown,Unpatched Software,Encryption,57.0,8.645454296736068e-05,Medium (24-72h),5,Critical: High Impact on Both
Japan,2020,Phishing,Telecommunications,91.52,846884,Nation-state,Social Engineering,AI-based Detection,42.0,0.0001080667482205,Medium (24-72h),5,Critical: High Impact on Both
UK,2020,Malware,IT,44.05,100972,Nation-state,Unpatched Software,Antivirus,54.0,0.0004362595571049,Medium (24-72h),3,Standard: Moderate Impact
UK,2017,DDoS,Education,40.18,148447,Insider,Zero-day,AI-based Detection,39.0,0.0002706689929739,Medium (24-72h),3,Standard: Moderate Impact
France,2017,SQL Injection,IT,44.56,698908,Nation-state,Zero-day,Antivirus,32.0,6.375660315806945e-05,Medium (24-72h),0,Widespread: High User Impact
India,2022,SQL Injection,Government,53.89,633626,Nation-state,Social Engineering,Antivirus,54.0,8.505017155230373e-05,Medium (24-72h),5,Critical: High Impact on Both
Germany,2021,Malware,Government,88.01,334748,Unknown,Zero-day,Encryption,5.0,0.0002629141921684,Fast (<24h),1,Targeted: High Financial Impact
China,2023,Phishing,Banking,55.94,383589,Unknown,Weak Passwords,Firewall,7.0,0.0001458331703985,Fast (<24h),4,Standard: Moderate Impact
Germany,2018,Ransomware,Education,90.48,901880,Unknown,Social Engineering,VPN,16.0,0.0001003237681287,Fast (<24h),2,Critical: High Impact on Both
Russia,2018,SQL Injection,Education,40.59,598151,Nation-state,Unpatched Software,AI-based Detection,34.0,6.785911918562371e-05,Medium (24-72h),0,Widespread: High User Impact
France,2016,DDoS,Banking,77.29,120341,Nation-state,Zero-day,VPN,45.0,0.0006422582494744,Medium (24-72h),1,Targeted: High Financial Impact
Australia,2023,Phishing,Government,91.02,305005,Hacker Group,Zero-day,Firewall,71.0,0.0002984213373551,Medium (24-72h),5,Critical: High Impact on Both
Germany,2024,Man-in-the-Middle,Retail,46.41,494622,Hacker Group,Social Engineering,VPN,37.0,9.382922716741267e-05,Medium (24-72h),0,Widespread: High User Impact
Germany,2021,SQL Injection,Banking,69.07,264662,Insider,Social Engineering,AI-based Detection,46.0,0.000260974374863,Medium (24-72h),1,Targeted: High Financial Impact
India,2021,SQL Injection,Healthcare,2.3,942089,Insider,Unpatched Software,VPN,39.0,2.441382926666164e-06,Medium (24-72h),0,Widespread: High User Impact
France,2016,Man-in-the-Middle,Education,33.45,779870,Nation-state,Zero-day,Firewall,6.0,4.289176401195072e-05,Fast (<24h),2,Critical: High Impact on Both
UK,2015,Phishing,IT,15.27,407233,Insider,Unpatched Software,Antivirus,72.0,3.7496961199116965e-05,Medium (24-72h),3,Standard: Moderate Impact
Russia,2019,Malware,Banking,98.59,148622,Nation-state,Weak Passwords,Firewall,6.0,0.0006633607406709,Fast (<24h),1,Targeted: High Financial Impact
Brazil,2023,Ransomware,Healthcare,30.45,480773,Hacker Group,Weak Passwords,Encryption,52.0,6.333550344965295e-05,Medium (24-72h),3,Standard: Moderate Impact
UK,2023,Malware,IT,22.24,946994,Unknown,Zero-day,VPN,13.0,2.3484837285135912e-05,Fast (<24h),0,Widespread: High User Impact
Japan,2015,Malware,Retail,9.75,559143,Nation-state,Social Engineering,VPN,69.0,1.7437399734951526e-05,Medium (24-72h),3,Standard: Moderate Impact
Brazil,2017,Man-in-the-Middle,Education,67.55,287646,Nation-state,Social Engineering,VPN,68.0,0.0002348372652496,Medium (24-72h),3,Standard: Moderate Impact
China,2019,SQL Injection,Retail,26.97,19575,Insider,Zero-day,AI-based Detection,1.0,0.0013777777777777,Fast (<24h),4,Standard: Moderate Impact
China,2015,Malware,Retail,73.45,701505,Hacker Group,Social Engineering,Antivirus,36.0,0.0001047034589917,Medium (24-72h),2,Critical: High Impact on Both
China,2021,Ransomware,Retail,40.01,998728,Unknown,Weak Passwords,AI-based Detection,68.0,4.006095753798832e-05,Medium (24-72h),0,Widespread: High User Impact
France,2021,SQL Injection,Telecommunications,52.67,434504,Unknown,Social Engineering,AI-based Detection,46.0,0.0001212186769281,Medium (24-72h),3,Standard: Moderate Impact
Australia,2021,Ransomware,Retail,61.46,860546,Unknown,Zero-day,AI-based Detection,22.0,7.141977302782188e-05,Fast (<24h),2,Critical: High Impact on Both
Brazil,2020,SQL Injection,Education,62.72,827349,Nation-state,Unpatched Software,VPN,68.0,7.580839524795461e-05,Medium (24-72h),5,Critical: High Impact on Both
Japan,2018,DDoS,IT,2.65,145427,Nation-state,Social Engineering,VPN,28.0,1.8222200829282043e-05,Medium (24-72h),4,Standard: Moderate Impact
Russia,2022,Malware,Government,33.8,613718,Unknown,Unpatched Software,AI-based Detection,60.0,5.507415457913895e-05,Medium (24-72h),0,Widespread: High User Impact
Australia,2018,Phishing,IT,61.47,239301,Unknown,Social Engineering,Antivirus,22.0,0.000256873143029,Fast (<24h),1,Targeted: High Financial Impact
China,2017,Phishing,Education,16.82,848597,Hacker Group,Weak Passwords,AI-based Detection,11.0,1.982095152351469e-05,Fast (<24h),0,Widespread: High User Impact
Japan,2020,Man-in-the-Middle,Banking,73.85,278424,Nation-state,Zero-day,Encryption,9.0,0.0002652429388271,Fast (<24h),1,Targeted: High Financial Impact
Russia,2015,DDoS,Government,97.4,23096,Unknown,Weak Passwords,Firewall,38.0,0.0042171804641496,Medium (24-72h),1,Targeted: High Financial Impact
